	SYMBOL	adj.P.Val	FC	CHR	CHRLOC	mean.NF	mean.WD
210794_s_at	MEG3	8.77593980011851e-09	5.01257068644563	chr14	101295370	72.9273861264164	365.553677936375
205676_at	CYP27B1	8.99710938474625e-09	6.83488437501874	chr12	58156121	10.8539138803897	74.1852463888746
217014_s_at	NA	9.01201304786606e-09	-3.42132053529382	NA	NA	265.891725655052	77.7161107566959
203068_at	KLHL21	9.09145495145317e-09	-2.61435148287832	chr1	6650778	354.293993603341	135.518883334415
212859_x_at	MT1E	9.21445274087652e-09	-3.59591939525942	chr16	56659395	7507.95695837878	2087.91024856583
214731_at	CTTNBP2NL;SEPT2	9.21445274087652e-09	2.55950155928967	chr1:chr2	NA	17.7394428865054	45.4041317289406
202763_at	CASP3	9.29435557654623e-09	1.74435770206223	chr4	185548850	56.7249262522694	98.9485620070579
209155_s_at	NT5C2	9.3680630808664e-09	1.67940244639759	chr10	104847911	206.04236495269	346.028051763095
202364_at	MXI1	9.3990029303233e-09	-2.0460612430921	chr10	112044934	584.127985295912	285.489003453851
208913_at	GGA2	9.44562463425559e-09	1.82054965658529	chr16	23477199	94.1619660698964	171.426534991946
202432_at	PPP3CB	1.00038236230964e-08	-1.51513364553271	chr10	75196611	1337.54276716625	882.788637893384
41220_at	SEPT9	1.03611324922026e-08	1.51253014416902	chr17	75398140	627.079994462744	948.477394430243
218546_at	C1orf115	1.03738831697609e-08	-3.86691448587338	chr1	220869953	484.186919589126	125.212730035267
217173_s_at	LDLR	1.04544654025688e-08	-4.62587965434826	chr19	11241956	31.4812514601198	6.80546270384009
203155_at	SETDB1	1.05206248057781e-08	1.83991067335357	chr1	150922933	82.7548027177342	152.261444791628
219390_at	FKBP14	1.05538844079e-08	3.21473344678007	chr7	30052883	30.2618526554484	97.283789893
203790_s_at	HRSP12	1.09958094474693e-08	-2.87973743218903	chr8	99114572	198.963510576028	69.0908512533333
219126_at	C6orf120;PHF10	1.09958094474693e-08	-1.69968085588798	chr6	170105228	272.495234557479	160.321411877712
203362_s_at	MAD2L1	1.09958094474693e-08	3.55597726576169	chr4	120980588	6.47339851530528	23.0192579526411
215330_at	NA	1.09958094474693e-08	-1.96799662591615	NA	NA	9.95539667555073	5.05864519504256
220642_x_at	GPR89B;GPR89A	1.14892924138691e-08	1.90896327876926	chr1	145764598	137.886736824757	263.220717227784
201291_s_at	TOP2A	1.18693195498514e-08	6.04730454901654	chr17	38544776	5.73039413037701	34.6534384922865
214721_x_at	CDC42EP4	1.19814728268696e-08	-2.75241005050158	chr17	71280447	524.904365195567	190.707182274644
39402_at	IL1B	1.19814728268696e-08	-6.90437552769343	chr2	113587785	60.2768257750038	8.73023570824524
212190_at	SERPINE2	1.21047405684713e-08	6.39592957347112	chr2	224839841	132.539179116802	847.711255356735
218574_s_at	LMCD1	1.25196800692349e-08	-3.6163720888175	chr3	8609125	652.428001986143	180.409533632773
216336_x_at	NA	1.31059566668407e-08	-3.26783935831126	NA	NA	2886.75646580861	883.383835397712
211382_s_at	TACC2	1.31375803194038e-08	-2.65012238792574	chr10	123969556	279.484359873829	105.460925558454
221752_at	SSH1	1.31628017421044e-08	-2.13193665459688	chr12	109176470	238.688285717749	111.958432349802
202531_at	IRF1	1.31628017421044e-08	-4.75142580060196	chr5	131818784	683.283831615583	143.806061651855
203925_at	GCLM	1.3174828613224e-08	-3.76995182681839	chr1	94354012	265.092033060414	70.3170876547076
213088_s_at	FAM149B1	1.32664326301589e-08	2.08922544329286	chr10	75001484	62.2245481563756	130.001109205701
213571_s_at	EIF4E2	1.32759838986854e-08	1.88835148737803	chr2	233432897	174.19957471285	328.95002600963
219506_at	C1orf54	1.37524245448689e-08	2.33407118614987	chr1	150248929	297.503092422131	694.393395812976
215209_at	SEC24D	1.417385454051e-08	3.29850967707925	chr4	119657199	10.8294356223115	35.7209981975011
213399_x_at	RPN2	1.42679773402538e-08	1.67673303317884	chr20	35869705	2048.74354439322	3435.195977396
201801_s_at	SLC29A1	1.45767289152143e-08	-3.70446468478564	chr6	44197325	252.683309130507	68.2104786066081
202620_s_at	PLOD2	1.4681845117629e-08	-3.13318677175496	chr3	145788046	847.91086981093	270.622510427617
209760_at	KIAA0922	1.4681845117629e-08	-2.0073439131436	chr4	154524953	247.146330037007	123.121069797134
208658_at	PDIA4	1.48332522198641e-08	2.61569421450196	chr7	148700153	68.7631042668684	179.863254002042
214453_s_at	IFI44	1.50568931766027e-08	3.27130785244507	chr1	79115870	107.590821937151	351.96270065402
200891_s_at	SSR1	1.50568931766027e-08	1.70816198862636	chr6	7288158	1908.22238429245	3259.55294269431
218838_s_at	TTC31	1.60029309645743e-08	1.84496708911452	chr2	74720093	30.1533618123702	55.6319601699855
212919_at	DCP2	1.60098419515294e-08	2.07379702098981	chr5	112354672	103.039872249286	213.683780113739
201695_s_at	PNP;RP11-203M5.8	1.61352190614627e-08	-6.16529284471995	chr14	20944542	378.014324968899	61.3132797564735
202375_at	SEC24D	1.61352190614627e-08	3.80997228853474	chr4	119644222	25.5748381838638	97.439424764281
201697_s_at	DNMT1	1.61352190614627e-08	1.88076358449533	chr19	10244021	138.917693732159	261.27133961352
206853_s_at	MAP3K7	1.64069160203381e-08	1.60186614944665	chr6	91223291	49.0196491715324	78.5229166656283
212037_at	PNN	1.66504562752527e-08	1.80597448563772	chr14	39650825	297.852213175622	537.913497485901
213397_x_at	RNASE4	1.69203546279297e-08	-3.21308838593693	chr14	21168264	1436.81341113853	447.17519051987
201678_s_at	C3orf37	1.69616149911281e-08	-2.00329752158395	chr3	129023634	62.2390965247415	31.0683240278413
211701_s_at	TRO	1.70554382361312e-08	3.22389796142209	chrX	54949010	12.5318045419624	40.4012591157726
213627_at	MAGED2	1.70554382361312e-08	2.32744830928495	chrX	54841680	112.724799201626	262.361143316311
200599_s_at	HSP90B1	1.70554382361312e-08	1.68963440923534	chr12	104327733	2270.3636657548	3836.08457113697
217938_s_at	KCMF1	1.70554382361312e-08	-1.4647642872733	chr2	85280270	1021.12987661164	697.129145954602
208835_s_at	LUC7L3	1.71610072466524e-08	1.89704478023188	chr17	48827863	721.375580071989	1368.48177876231
200945_s_at	SEC31A	1.73168854015682e-08	1.49625221809982	chr4	83739932	1669.04574367418	2497.31339608256
201578_at	PODXL	1.80057320361963e-08	-2.15811414483505	chr7	131185481	448.444714093479	207.794715199253
208937_s_at	ID1	1.82203891965632e-08	-6.23121957863077	chr20	30193329	730.557881665436	117.241556399456
222371_at	NA	1.86238431997424e-08	2.22552987224201	NA	NA	23.5423622943556	52.3942305492324
202637_s_at	ICAM1	1.94991522000126e-08	-4.05628616229806	chr19	10395939	851.71774437099	209.974767630411
201722_s_at	GALNT1	1.95126375189592e-08	1.79782349802572	chr18	33289587	354.039523929522	636.500575350332
220016_at	AHNAK	1.97609707005893e-08	-4.95112822114505	chr11	62201013	58.136848681479	11.7421416058648
205812_s_at	SULT1C4	1.99218127943889e-08	1.89617809692914	chr2	109003775	1109.94588471536	2104.65507537388
204422_s_at	NUDT6;FGF2	2.12335716453906e-08	-3.6009941896361	chr4	123813365	63.0814065067883	17.5177751434148
202518_at	BCL7B	2.12335716453906e-08	-2.36492663862917	chr7	72950685	261.057649523555	110.387208321556
213935_at	NA	2.18400046437473e-08	-2.97252639404361	NA	NA	323.498664609214	108.829534788134
202886_s_at	PPP2R1B	2.18400046437473e-08	-4.71232743263238	chr11	111611809	271.246285139894	57.5610012287222
210678_s_at	AGPAT2	2.24439017473782e-08	-3.32769069507437	chr9	139567857	864.369552988562	259.750569446853
213170_at	GPX7	2.29004762402159e-08	3.70670774401386	chr1	53073933	27.6917730657952	102.645309668458
204114_at	NID2	2.35194246825846e-08	2.8955892280969	chr14	52471527	288.801462812764	836.250404779263
202917_s_at	S100A8	2.40429456870663e-08	-13.9743725500342	chr1	153362870	2049.24292818864	146.642929466169
200058_s_at	SNRNP200	2.40432514582565e-08	1.31992389984338	chr2	96940471	991.69962721054	1308.96803942096
220736_at	SLC19A3	2.40432514582565e-08	-12.0394591374829	chr2	228563451	674.951831813273	56.0616406522713
203349_s_at	ETV5	2.51525208610916e-08	2.34749348091799	chr3	185764458	53.3838080360442	125.318141351191
214370_at	S100A8	2.58510241441661e-08	-4.95283193402053	chr1	153362507	31.9155963339859	6.44390860807545
200783_s_at	STMN1	2.64526152529086e-08	2.03746932348858	chr1	26226611	40.2534797241188	82.0152301015616
203143_s_at	KIAA0040	2.69397539181268e-08	-3.37936287331625	chr1	175127533	386.696220531416	114.428735542076
209184_s_at	IRS2	2.86000700671883e-08	-4.09348978965632	chr13	110435345	601.523681198962	146.94642276107
214749_s_at	ARMCX6	2.87403007803751e-08	1.94416106511083	chrX	100870107	378.906759015988	736.655768186214
213379_at	COQ2	2.90558357900388e-08	1.95815958967319	chr4	84184976	58.5066368520837	114.565332011435
219102_at	RCN3	2.90860006767615e-08	2.56358473724092	chr19	50046562	48.2417178808171	123.671731657545
201670_s_at	MARCKS	2.96835424190286e-08	2.29471706617382	chr6	114180858	693.864947050087	1592.22373561563
214600_at	TEAD1	3.0366443689966e-08	-2.19857714849206	chr11	12958655	24.3277358374933	11.0652181817586
213007_at	FANCI;POLG	3.0366443689966e-08	2.57454104749803	chr15	89859932	8.1141700831363	20.8902639454149
213564_x_at	LDHB	3.05837925919722e-08	-1.60305891945524	chr12	21788337	8528.09342495847	5319.88769811182
218761_at	RNF111	3.06111014003376e-08	1.67393530768318	chr15	59386981	145.77422729382	244.016626017359
201432_at	CAT	3.16068673721823e-08	-2.28285870310363	chr11	34492914	7902.624762662	3461.72312457097
220046_s_at	CCNL1	3.21051329109755e-08	-2.33099152721977	chr3	156865981	1912.91117867378	820.642699184475
202965_s_at	CAPN6	3.24650775814126e-08	20.2539509817232	chrX	110488330	7.10575300407687	143.919573032805
204389_at	MAOA	3.43553981146012e-08	-6.48494966410855	chrX	43603613	526.216667417883	81.144294817008
202598_at	S100A13	3.65210933980421e-08	-1.96240825741873	chr1	153591280	1359.90115259966	692.975657566999
201272_at	AKR1B1	3.66326054508405e-08	1.69019275941977	chr7	134127108	542.31970068768	916.624831393012
209210_s_at	FERMT2	3.79917252201674e-08	-1.9164583080003	chr14	53323990	4296.73209073921	2242.01699186587
205345_at	BARD1	3.81121303680938e-08	3.11399572929532	chr2	215645283	14.3440427641537	44.6672879084041
207537_at	PFKFB1	3.87784435985976e-08	-4.91911380148907	chrX	54959589	61.0062517743503	12.401878516387
212719_at	PHLPP1	3.95200804963408e-08	-2.0775230503683	chr18	60646316	39.9725891362455	19.2405033143479
214696_at	MIR22HG	3.96270579670902e-08	-3.25724401573664	chr17	1615398	1732.77054326516	531.974434489301
217901_at	DSG2	4.12385644916445e-08	-4.47419192145151	chr18	29125683	262.887079888408	58.7563261709888
200632_s_at	NDRG1	4.19641529612571e-08	-2.6780465374686	chr8	134250685	1967.83529630694	734.802502038301
220773_s_at	GPHN	4.34187412065195e-08	-2.01913376001955	chr14	67389382	23.8327933649238	11.8034742605131
212795_at	KIAA1033	4.35039505970941e-08	1.75945994728059	chr12	105560641	279.840350599091	492.367888512058
201292_at	TOP2A	4.35039505970941e-08	4.13839302110133	chr17	38544776	15.3635829468493	63.5805444463523
219112_at	RAPGEF6	4.571367318992e-08	1.94278833043001	chr5	130761583	52.7543360988685	102.490508552464
214948_s_at	NA	4.62840696234869e-08	1.98869521739036	NA	NA	116.972456408544	232.622564626074
214442_s_at	PIAS2	4.70042383399787e-08	-1.73626843757502	chr18	44470728	65.0016026716828	37.4375305482533
211456_x_at	MT1HL1	4.71013341083459e-08	-2.86389392546222	chr1	237167402	10565.3369488423	3689.15093359717
202426_s_at	NA	4.77034757207195e-08	-2.76108687743547	NA	NA	102.765498271995	37.219219399371
208999_at	SEPT8	4.77034757207195e-08	2.70956187751206	chr5	132091695	140.39313663303	380.403890885202
202403_s_at	COL1A2	4.7810609905218e-08	2.28716456354978	chr7	94059558	8518.12161712325	19482.3459106916
209157_at	DNAJA2	4.85238329477367e-08	-1.67242217701987	chr16	46990502	205.598327703215	122.934466265913
211569_s_at	HADH	4.85674204634613e-08	-3.40271982067273	chr4	108955394	1494.9388234357	439.336443263243
204345_at	COL16A1	4.91688151927207e-08	3.25699034712806	chr1	32118160	240.842426210928	784.421457347895
204821_at	BTN3A3	5.03951035828577e-08	2.21931224399727	chr6	26451902	98.1697943511839	217.869426594277
209240_at	OGT	5.09293948440659e-08	1.81640295399266	chrX	70794487	1080.20133099998	1962.08088853517
200800_s_at	HSPA1L;HSPA1A	5.15757982883603e-08	-2.59390466821573	chr6	31783336	3961.79559457473	1527.34818789618
219061_s_at	LAGE3	5.15757982883603e-08	1.75164129279694	chrX	153706111	34.5061365478694	60.4423736321378
220750_s_at	LEPRE1	5.16547243805567e-08	2.71249280056539	chr1	43232177	33.5271341907269	90.9421101159364
217165_x_at	MT1F	5.16547243805567e-08	-3.67422765343333	chr16	56692984	3721.19492675689	1012.78289691159
203406_at	MFAP1	5.33815803181222e-08	1.45449354484951	chr15	44096778	191.365552174396	278.339960344223
211038_s_at	CROCCP2	5.37158291470201e-08	2.48684298730529	chr1	16944977	85.2852767787398	212.091092477599
203741_s_at	ADCY7;BRD7	5.43627902352301e-08	3.06171119359557	chr16	50349269	38.4586686311185	117.749336238678
200827_at	PLOD1	5.44287547039181e-08	1.88397052935135	chr1	12035037	170.280298314311	320.803063753318
204093_at	CCNH	5.48492424905174e-08	-1.80603337769428	chr5	86703792	884.263453030333	489.616340401885
208675_s_at	DDOST	5.69172540185794e-08	1.58633631036984	chr1	20978680	922.97348030239	1464.1463453121
203915_at	CXCL9	5.69799130405136e-08	7.52110670793833	chr4	76922622	25.3853924665987	190.926245564183
215918_s_at	SPTBN1	5.71638744040119e-08	-7.04421196325784	chr2	54887072	327.434077493921	46.4827122184562
201161_s_at	YBX3	5.71851203523308e-08	-2.13604707831838	chr12	10875448	1063.29006033324	497.784000702045
204208_at	RNGTT	5.78198188241521e-08	1.3350628431288	chr6	89321631	72.0620630120995	96.2073827266603
212062_at	ATP9A	5.93191003588871e-08	-3.47376671997817	chr20	50215649	1184.99841440754	341.127804464367
209581_at	PLA2G16	5.93191003588871e-08	-4.45838231629879	chr11	63381471	6648.93943208853	1491.33451561155
218181_s_at	NA	5.95400259306418e-08	2.01395584656434	NA	NA	248.654293359482	500.778767884651
203229_s_at	CLK2	5.96978886838734e-08	1.66599714709707	chr1	155232664	212.666462203739	354.301719314656
214665_s_at	CHP1	6.00541056567842e-08	-1.89711479077459	chr15	41571864	2260.97301703278	1191.79557717202
205198_s_at	ATP7A	6.09308773103355e-08	1.86060210118042	chrX	77304112	90.7699695532971	168.886796074948
209806_at	HIST1H2BK	6.15966698330568e-08	1.97884231915909	chr6	27114187	239.566062795291	474.063463293646
213428_s_at	COL6A1	6.15966698330568e-08	1.77443506842134	chr21	47424488	4420.30901026534	7843.55132107365
206170_at	ADRB2	6.17664682959973e-08	-3.72703489166201	chr5	148204807	219.558645237803	58.9097369946796
215481_s_at	PEX5	6.17870411022948e-08	-1.39181683770344	chr12	7362617	7.12174875132157	5.11687210443063
201878_at	ARIH1	6.18724482120252e-08	-1.88456977344758	chr15	72876520	92.1790489009441	48.9125158429737
202081_at	IER2	6.19271110268308e-08	-2.82663132278103	chr19	13263922	4042.7523040302	1430.23685878238
218780_at	HOOK2	6.31359200460532e-08	-2.6345423470623	chr19	12873816	469.626372121435	178.257287321686
208682_s_at	MAGED2	6.52554529856499e-08	2.49652778724198	chrX	54836154	314.778255460947	785.852661577808
65884_at	MAN1B1	6.52554529856499e-08	1.78171851318093	chr9	140002869	62.4969092791583	111.351900279265
221911_at	ETV1	6.5930689110045e-08	2.27617921178045	chr7	13932853	6.50660841901757	14.8102068225634
222369_at	NAA40	6.75835629666016e-08	1.95158615197275	chr11	63724452	21.9877059665869	42.9109024780396
217492_s_at	PTEN	6.84118451662345e-08	-2.00863967624212	chr10	89692769	1007.1491530552	501.408572661189
211994_at	WNK1	6.85764725896279e-08	-1.65252953537017	chr12	1018000	1485.79806449028	899.105300503722
203966_s_at	PPM1A	6.86099753122682e-08	-1.61536930628375	chr14	60749401	481.350948830595	297.981982793749
202067_s_at	LDLR;SPC24	7.00433392703514e-08	-5.16633627873247	chr19	11241956	144.533314327918	27.9759788233099
221142_s_at	PECR	7.03933912021578e-08	-4.12472346551318	chr2	216903824	43.6292545227293	10.577498076541
218031_s_at	FOXN3	7.05618786896494e-08	-1.82341124598473	chr14	89622993	661.898280964404	362.999999271666
209560_s_at	DLK1	7.15558447809948e-08	41.2058535968146	chr14	101200485	5.85412785702946	241.224335413789
201328_at	ETS2	7.28763729232312e-08	-2.35097785866018	chr21	40194882	591.699343669108	251.682227244078
221899_at	N4BP2L2	7.40070585255859e-08	1.96818748524871	chr13	33100955	408.113934877786	803.244739182059
204557_s_at	DZIP1	7.64482047606875e-08	3.35176356323699	chr13	96233370	6.72019089030467	22.5244909641204
211992_at	WNK1	7.64843491881831e-08	-2.13187201090289	chr12	1018000	548.580058520476	257.323167486092
205026_at	STAT5B	7.83029961797696e-08	-1.52547203956853	chr17	40353483	8.04853206694824	5.27609281467047
221937_at	SYNRG	7.87667876569032e-08	1.55123928191431	chr17	35875512	275.717731066728	427.704175150994
219358_s_at	ADAP2	8.02980769904979e-08	2.87753025090221	chr17	29284852	110.35976573052	317.563564372053
211139_s_at	NAB1	8.02980769904979e-08	-2.39814014300261	chr2	191523883	22.1393837796784	9.23189741194966
209051_s_at	RALGDS	8.06122874430377e-08	-1.8951871921992	chr9	135973583	73.6463849790852	38.8596890493044
211997_x_at	H3F3B	8.06449177091562e-08	-1.99453323386388	chr17	73772512	10699.1552360172	5364.24014118351
202781_s_at	INPP5K	8.28944072999627e-08	-2.17034164356998	chr17	1397868	228.09667649789	105.097129373003
213805_at	NA	8.34356261513387e-08	-3.81653145821785	NA	NA	44.2765790449797	11.6012613886995
203102_s_at	MGAT2	8.5497406010645e-08	1.89179449872917	chr14	50087500	246.863132304681	467.014315633046
202638_s_at	ICAM1	8.62675003693531e-08	-6.03084907102209	chr19	10395790	396.992740812693	65.8270064691588
207850_at	CXCL3	8.81815516958271e-08	-8.29328926791319	chr4	74902313	110.453357927652	13.3184017052193
201450_s_at	TIA1	8.81815516958271e-08	1.79934015715215	chr2	70439332	48.4045814871071	87.0963072598951
200779_at	ATF4	8.83399783587859e-08	-1.52235436233095	chr22	39917777	3704.77141987645	2433.58019101669
213491_x_at	RPN2	8.91939628095627e-08	1.59094920447754	chr20	35869703	1550.57291360022	2466.88274337668
205067_at	IL1B	8.91939628095627e-08	-8.0723652632965	chr2	113587336	70.1015563191835	8.68414077320332
203284_s_at	HS2ST1	8.92168737117026e-08	2.32965125964508	chr1	87573343	41.9334229465266	97.6902515886054
214805_at	EIF4A1	8.92643658122822e-08	-3.58075965523331	chr17	7478492	410.699933427336	114.69631390286
215184_at	DAPK2	8.9891643526454e-08	-2.68846184255237	chr15	64200418	70.4132177898738	26.190893497311
206342_x_at	IDS	9.02432590790369e-08	-2.29509629804248	chrX	148586564	126.091631339714	54.9395820329014
218213_s_at	TMEM258	9.06037545937705e-08	1.45862830459915	chr11	61557256	1541.36962398057	2248.28536138741
208607_s_at	SAA2	9.22719918992229e-08	-19.2908325439429	chr11	18266923	1073.07843418758	55.6263412552672
212083_at	TEX261	9.35331823285782e-08	-1.67581240637768	chr2	71214176	593.297523827129	354.035762934564
