	SYMBOL	FDR	FC	avg.Control	avg.MDM2_KD_380	NAME
Nvvqb0jkPoUIgQ6gUs	NA	0.667641910020027	-1.13	356.34	316.37	NA
uX15cu4f_VUIuXoST0	NRG1	0.667641910020027	-1.14	220.54	193.94	neuregulin 1
TSilf_Qp8q7pSV4Ccc	ABHD14B	0.667641910020027	-1.13	88.66	78.18	abhydrolase domain containing 14B
KXl77Ubp5JCQE6v9fo	KU-MEL-3	0.667641910020027	1.12	79.71	89.15	uncharacterized LOC497048
9ExdIFL8MCnc7T3.8A	TDRG1	0.667641910020027	-1.12	85.7	76.68	testis development related 1 (non-protein coding)
BD37fKWruunRl7DVJE	NA	0.667641910020027	1.12	8539.24	9540.51	NA
NTyelqbrp05_w1QR.o	NA	0.667641910020027	-1.14	3907.48	3437.5	NA
i6IJ6IORKIIteqrU3o	NA	0.667641910020027	-1.12	76.96	68.43	NA
Bm3ft9HjHot1vt5_tU	USP42	0.667641910020027	1.13	196.87	221.7	ubiquitin specific peptidase 42
WFCuSI6EIklKIVJjeI	PLIN2	0.667641910020027	-1.17	713.63	607.91	perilipin 2
uJ5XT1h9IA2CSemXVc	SPTAN1	0.667641910020027	1.13	310.68	352.19	spectrin, alpha, non-erythrocytic 1
iSQpXqoChBNeAwOOiU	POU6F1	0.667641910020027	1.13	80.66	90.85	POU class 6 homeobox 1
6iJ1.6BeRJWWF75ReQ	C19orf24	0.667641910020027	1.12	241.23	269.82	chromosome 19 open reading frame 24
BKI2U81UkIJ1kEIySk	RPS17P16	0.667641910020027	1.12	6107.78	6858.12	ribosomal protein S17 pseudogene 16
NgRiRRKZWCloEpvyIA	RBM39	0.667641910020027	-1.11	306.15	275.53	RNA binding motif protein 39
9l6UenfRLoVSRdqukg	CPTP	0.667641910020027	-1.13	90.97	80.64	ceramide-1-phosphate transfer protein
xWypO69AiCSipCoC8U	CORO1C	0.667641910020027	-1.13	679.55	599.95	coronin, actin binding protein, 1C
3coh6hCQCnkBBUglTU	ZMIZ2	0.667641910020027	1.11	142.54	157.88	zinc finger, MIZ-type containing 2
93gq5.QBqkTenqC0To	VOPP1	0.667641910020027	-1.14	196.43	171.86	vesicular, overexpressed in cancer, prosurvival protein 1
rih5t.9HhXOP0e4sq4	PROSER2	0.667686424384169	1.12	90.61	101.11	proline and serine rich 2
iiklIriYoeTUDsfQrg	NA	0.668035572015461	-1.11	81.97	73.62	NA
unr.vrzugNEB1IokCo	GID4	0.668235811407921	-1.1	92.55	83.94	GID complex subunit 4 homolog
0TpUIJMiLWCTOkg.hU	NA	0.668235811407921	1.13	69.27	78.19	NA
Qu6M4B8oKNd_HX7juk	GPR1	0.668239699566401	-1.19	235.75	197.94	G protein-coupled receptor 1
NjSVOy760fqX9F5TrE	CCDC93	0.668291707536292	-1.14	114.55	100.91	coiled-coil domain containing 93
9cqTXMTXFEgpQqEiRQ	NA	0.668401803329403	-1.14	200.35	175.09	NA
TZnWhqYaydiFah1lZc	SERPINB6	0.668675406334082	-1.12	61.97	55.21	serpin peptidase inhibitor, clade B (ovalbumin), member 6
xakuWeqUTXzv_7Ff_s	NA	0.668675406334082	-1.12	88.39	79.26	NA
c6UoqSS6J7iRWzSuuU	NA	0.6686811140099	1.14	69.51	79.57	NA
lh0gF1IoN7_fXjyNS0	EXT2	0.6686811140099	1.14	296.49	338.21	exostosin glycosyltransferase 2
ieY4sKsKmToOqcK6i4	TMEM44	0.668916419690525	1.14	128.96	146.65	transmembrane protein 44
0pKeK4gjT6L8oPop5I	VHL	0.668916419690525	1.17	184.08	216.08	von Hippel-Lindau tumor suppressor, E3 ubiquitin protein ligase
fTCgpVZAsKKZICiCKo	NA	0.668916419690525	1.12	107.81	120.9	NA
K_J4XeF0fV7JC9fK14	MXRA7	0.669033422473173	-1.14	152.86	134.16	matrix-remodelling associated 7
TepXsAy7x7DHe.5deU	FAM160B1	0.669033422473173	-1.24	336.79	272.29	family with sequence similarity 160, member B1
KWpIkKIg4ouE6u_W4s	NA	0.669096282286263	-1.11	150.92	136.36	NA
xXXqrOnui0KPdeu.MU	PRSS12	0.669246943768061	1.12	89.72	100.07	protease, serine, 12 (neurotrypsin, motopsin)
cpR66fOLfMS4MTv4B0	SNORD114-8	0.669276797227982	1.11	78.58	87.25	small nucleolar RNA, C/D box 114-8
HucL0_l8xU1EnQr.eo	NA	0.669423617105836	-1.12	81.62	72.8	NA
9rFiJ1eASOeF0Ig.kI	C4orf27	0.669454570458512	-1.12	165.38	147.83	chromosome 4 open reading frame 27
QI6lx2VlFeZ5ZZ3ii8	RNF19A	0.669467360580303	-1.11	97.32	87.6	ring finger protein 19A, RBR E3 ubiquitin protein ligase
Ho4OiKECkn3hEUlUoU	MAP3K6	0.669467360580303	-1.13	208.76	185.54	mitogen-activated protein kinase kinase kinase 6
orjk7ey1ScdKKeCSig	NA	0.669467360580303	1.15	1139.02	1310.55	NA
c3umqUACgFKLlHOeH0	NEXN	0.669467360580303	-1.15	214.71	186.48	nexilin (F actin binding protein)
K6ISSVchx4qEmEk4Kc	ST6GALNAC4	0.669467360580303	1.12	85.61	95.67	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4
xSfUAF5AUmfXiGqUmg	SFSWAP	0.669467360580303	-1.11	257.68	232.06	splicing factor, suppressor of white-apricot family
x5_jiUdf63_1XR6Ck4	NA	0.669518425779359	1.14	77.37	87.92	NA
6dTZk2aWXVVpXV9eaY	BCR	0.669518425779359	1.15	79.85	91.53	breakpoint cluster region
EjUqOiOoK8gKSV0XeI	PLCG1	0.669518425779359	1.13	305.07	343.73	phospholipase C, gamma 1
9r6ESZ8uRntNOhNMNI	PNMA1	0.669518425779359	1.14	145.8	166.41	paraneoplastic Ma antigen 1
xiz99CFINQsJBKte50	NA	0.669518425779359	1.13	82.02	92.51	NA
T14WLqWkon4DbT6I4E	MAGOH	0.669518425779359	-1.11	331.86	297.82	mago homolog, exon junction complex core component
67bd1RVdVAlHoKJExw	HOXB6	0.669518425779359	-1.14	85.5	74.91	homeobox B6
Q43bolF4ESC.XS4o64	RNASE9	0.669518425779359	-1.11	82.02	74.19	ribonuclease, RNase A family, 9 (non-active)
u550orVT4jQlLAVNVU	ACOT8	0.669518425779359	1.14	91.74	104.49	acyl-CoA thioesterase 8
NqIrurS06n6zVet9HM	TMEM155	0.669518425779359	1.11	77.82	86.76	transmembrane protein 155
BeUnv8UqNSITIoLKq4	NSUN6	0.669518425779359	-1.12	87.75	78.04	NOP2/Sun domain family, member 6
07q5ey9ScdKKeKSiDg	NA	0.669636281055707	-1.15	8545.08	7442.93	NA
WJVFuOJ5y3gwb1eHyo	LPP	0.66969975539428	1.19	225.85	269.04	LIM domain containing preferred translocation partner in lipoma
H4ov_9RCQWsenFet84	CHSY3	0.66969975539428	1.14	101.23	115.23	chondroitin sulfate synthase 3
cnlfRd6upWKH3KB_.w	RAB28	0.66969975539428	-1.13	145.63	129.08	RAB28, member RAS oncogene family
6qievf0j6P7Xs1VS6I	TMEM45A	0.66969975539428	1.14	254.12	290.35	transmembrane protein 45A
6ogR_L7gr.qTUVSAuo	YTHDF2	0.66969975539428	-1.11	410.48	369.48	YTH N(6)-methyladenosine RNA binding protein 2
fpXniCKj7on3fhd464	NA	0.669734825427551	1.12	63.93	71.71	NA
WXIp1zNCLO684RFP10	BCKDHB	0.66989241530735	-1.13	97.15	85.83	branched chain keto acid dehydrogenase E1, beta polypeptide
xERKfKOkbnsI.XiTxI	RSPH10B	0.669945314525024	-1.12	90.52	81.05	radial spoke head 10 homolog B (Chlamydomonas)
xrNUfCXgUkhNYCrR3I	GJB7	0.669960263817694	1.14	67.13	76.42	gap junction protein, beta 7, 25kDa
fjU0bqko60iVu96xxs	NA	0.66997120026293	1.14	80.41	91.44	NA
6HobcQiV59o5cTL.6o	NACA2	0.66997120026293	1.13	89.84	101.78	nascent polypeptide-associated complex alpha subunit 2
WnVdKd59uFbhU4VEuc	OGFR	0.670009466935769	-1.11	173.43	155.82	opioid growth factor receptor
rBUoS.S45A_7ld69J4	STAU1	0.670066631761948	1.12	537.52	602.63	staufen double-stranded RNA binding protein 1
HXU3o74.fF.7y7vWXU	NA	0.670161148294435	1.13	81.05	91.55	NA
B_oe2yL9SFU7KZUtug	DPY30	0.670256166475868	1.11	105.54	116.63	dpy-30 histone methyltransferase complex regulatory subunit
rZKnrtcVf4R722yDjg	SLC25A4	0.670280708865865	-1.14	254.83	224.1	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4
9Qh1Z6U6LpeAiJCBO4	SPTLC1	0.670280708865865	-1.11	80.05	71.82	serine palmitoyltransferase, long chain base subunit 1
Qql3EgtPCvE2teKuqU	NA	0.670280708865865	1.12	81.02	90.73	NA
i5Ozsrl6ou7urX6d_k	IL11RA	0.670280708865865	1.13	142.84	161	interleukin 11 receptor, alpha
Bqn4ye61XdV3hxcA0M	PFKFB3	0.670377013528343	-1.12	152.77	135.87	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
o.19R3qt29KT6rddFU	NA	0.670776823288548	-1.1	167.55	152.43	NA
Tyao14HoeDAG63VHmU	MUC1	0.670776823288548	-1.12	173.4	155.47	mucin 1, cell surface associated
xV0go1UWOqF7npe50E	DERL3	0.670806371953771	-1.15	84.88	74	derlin 3
BV.1_HPEeXooySIJe0	XBP1	0.670806371953771	1.14	826.27	939.57	X-box binding protein 1
uKz5l5_r3lOXok4V4g	EDC4	0.670806371953771	1.11	264.92	293.84	enhancer of mRNA decapping 4
KfRRRAl0JOTN61dQVU	NA	0.670806371953771	1.13	82.82	93.77	NA
uJ51Sjrbu9P6F7jjl0	SEC13	0.670806371953771	-1.14	518.73	453.06	SEC13 homolog, nuclear pore and COPII coat complex component
EnShOkpEpnh.d9f4l4	CCNL1	0.670806371953771	-1.13	284	251.92	cyclin L1
lq3z7kz9McggJXgkvk	ZNF718	0.670806371953771	-1.1	89.52	81.19	zinc finger protein 718
cQEI4v65.oC7gJ5y4E	NA	0.670806371953771	-1.12	101.32	90.08	NA
oqrodHEeg0IpawCIXo	NA	0.670863335494329	1.12	73.44	82.5	NA
35dSUU0UeFCke..Soo	NA	0.671009436723431	1.12	97.33	109.28	NA
oN71X8JOEdzX9_6N_c	VGLL3	0.671079521484766	1.14	64.01	73.01	vestigial-like family member 3
TVpmuVStpZolhWqVdg	NA	0.671079521484766	1.16	68	78.59	NA
BXqF6brrYI67uzWmuQ	GMPPB	0.671086675254524	-1.16	215.22	185.4	GDP-mannose pyrophosphorylase B
0l1ggeof8imJxQlTXs	RFC5	0.671086675254524	1.13	88.4	100.12	replication factor C (activator 1) 5, 36.5kDa
fTl74ksonvdXVQtc0c	ZNF740	0.67117607636231	1.12	84.07	94.57	zinc finger protein 740
BUTWiiCCgOD93EjtU8	IRF2	0.67117607636231	1.11	69.29	77	interferon regulatory factor 2
rWxSdCX1J3WtN.kprQ	NA	0.671220069534041	-1.13	629.29	555.72	NA
0f66qAi8yhRLfR94x8	RDH11	0.671278536583029	1.12	167.4	187.29	retinol dehydrogenase 11 (all-trans/9-cis/11-cis)
9CK0Ebj77GxE_53ouU	PTS	0.671293785291104	-1.11	1137.8	1024.41	6-pyruvoyltetrahydropterin synthase
lYgW0v4lI6CeJ4ETxg	SNHG8	0.6715008209495	-1.12	504.64	449.65	small nucleolar RNA host gene 8
E_I714aUCK6KLV6Ips	MAEA	0.671514956878118	-1.12	121.71	108.6	macrophage erythroblast attacher
l7seesyeBx4Xo3y1yU	TTC19	0.671647448744889	1.11	242.67	269.85	tetratricopeptide repeat domain 19
Kr0aqQuElev3eCnocM	BCCIP	0.671732450280518	-1.13	239.26	211.86	BRCA2 and CDKN1A interacting protein
c5LgdSIXKo7p7tpJCI	TSEN34	0.671972801383464	1.11	426.62	473.74	TSEN34 tRNA splicing endonuclease subunit
QH4ofdRFVPSOXiBJwk	PCNXL4	0.672197860587347	-1.11	352.03	317.84	pecanex-like 4 (Drosophila)
TnebutbOgJesleYvCw	STAU1	0.672197860587347	1.12	1410.31	1576.76	staufen double-stranded RNA binding protein 1
oHtXTtTpcU1feFen1I	IL33	0.672197860587347	1.12	93.32	104.07	interleukin 33
6K3UnddxVUEV6nR.6M	KCNH4	0.672203060307869	1.12	78.59	87.79	potassium channel, voltage gated eag related subfamily H, member 4
QteVIXmtU0tB3v2iGw	NA	0.672203060307869	-1.11	91.01	82.19	NA
orEku8HU5O_4BIVWgc	FAM180A	0.672203060307869	1.21	179.76	218.3	family with sequence similarity 180, member A
3h4ZBUbsHtJaleLDZ8	CEBPB	0.672217179600015	-1.15	2235.03	1943.99	CCAAT/enhancer binding protein (C/EBP), beta
uuFCNShIuOqWCCOyOU	NA	0.672217179600015	-1.11	77.69	70.17	NA
36HOrViS9SvngRNRqU	NA	0.672430182894925	-1.13	88.31	78.3	NA
caXQzuWWu.U0s5AoTI	NA	0.672451070268463	1.13	198.99	225.51	NA
Qv6IdMDFOSuwUeUMp4	UBA5	0.672451070268463	-1.12	109.18	97.28	ubiquitin-like modifier activating enzyme 5
fueRH8SSfX9.U6R5cs	AP1S2	0.672463924054782	1.15	443.57	511.36	adaptor-related protein complex 1, sigma 2 subunit
3l1Hl3oPnQvT44V3hU	BAX	0.672485855242595	1.13	147.8	167.25	BCL2-associated X protein
6gXEdSlA0QOGlSBJCk	LETM2	0.672485855242595	-1.15	188.8	164.14	leucine zipper-EF-hand containing transmembrane protein 2
0qj69SFVwkxcDUSOe4	ZNF442	0.672656680765802	-1.11	100.13	90.44	zinc finger protein 442
rwiETEi6lWp6ICJ5eg	PGF	0.672656680765802	-1.12	97.72	87.03	placental growth factor
9Lh4IuqX.n.l6Myq50	VAMP4	0.672859088429876	-1.12	140.45	124.88	vesicle-associated membrane protein 4
KlUYHnCQVRdcBE4uWM	LYPD5	0.672960343522134	-1.11	86.34	77.48	LY6/PLAUR domain containing 5
NNNVutNF9EiqRBdWhE	NA	0.672960343522134	1.11	94.17	104.9	NA
lShJJR0vfXUXUVLjVA	EVPL	0.6730272168919	1.11	94.45	105.17	envoplakin
oub1CSIkCyU_4lJe_U	ZNF613	0.673242294064572	1.13	176.2	198.64	zinc finger protein 613
uWfWqaVd1JRHWFaZpQ	NA	0.673245056842222	-1.13	81.32	72.21	NA
icVXl8iRfUiCc9St0E	DFFA	0.673245056842222	-1.12	257.41	230.11	DNA fragmentation factor, 45kDa, alpha polypeptide
iIddSFKBVIKISJeUTU	FAM102A	0.67339089708719	-1.14	81.44	71.45	family with sequence similarity 102, member A
3M5JGKp5CJV0V4nqJQ	HLA-C	0.67339089708719	-1.12	88.91	79.66	major histocompatibility complex, class I, C
ExKOupKN0JSVXUnThE	ST3GAL3	0.67339089708719	1.13	79.07	89.08	ST3 beta-galactoside alpha-2,3-sialyltransferase 3
iSPq6y6ivuTopS4CeE	RPN1	0.67339089708719	-1.11	2048.33	1846.4	ribophorin I
lLq5yrfh.N1nkQku74	TEAD2	0.673406735285732	-1.17	145.11	124.31	TEA domain family member 2
07ALRN4p3q056SE30k	ISPD	0.673465970097077	-1.12	83.02	74.33	isoprenoid synthase domain containing
HadqC.5k5uEU.VOBFU	NA	0.673538564300628	-1.14	2784.27	2450.47	NA
iIARBeXpam66biXttU	FCAR	0.673558154719873	-1.12	302.6	269.64	Fc fragment of IgA receptor
Z1.d5feJFt.D9TN9C0	PANK1	0.67387467652001	-1.12	118.68	105.59	pantothenate kinase 1
BUoeb_kqeKql3.3dpg	PLD4	0.67413130096823	1.12	77.74	86.76	phospholipase D family, member 4
odZSnk9Cdzl3fokDjg	ARMC8	0.67413130096823	-1.12	135.57	120.68	armadillo repeat containing 8
6pBQpSyAnOnkAV6roY	WDR7	0.67413130096823	-1.11	176.3	159.3	WD repeat domain 7
utCg_HgYHCJ16OrWoE	ACSF2	0.674237166979458	1.13	105.79	120.05	acyl-CoA synthetase family member 2
NlNzCj7lL8S1RUQ5OI	ZMYM1	0.674237166979458	-1.1	165.7	150.5	zinc finger, MYM-type 1
To0eg1I2JkvTkQpVvg	DICER1	0.674253783536919	1.11	135.8	150.37	dicer 1, ribonuclease type III
r3ofgd6QiOUApPrFu8	SEC24B	0.674253783536919	1.13	164.02	185.7	SEC24 homolog B, COPII coat complex component
fcyD3d6KDpDl6PudJo	ZNF479	0.674276284157655	1.12	77.22	86.32	zinc finger protein 479
x21B4QlfkXl3Uo7cQA	NA	0.674276284157655	-1.1	9469.62	8596.44	NA
c5XL7jQKwdiuirJXqk	ADD1	0.674440116641869	1.13	133.49	150.64	adducin 1 (alpha)
uXl5Q6V4NSfK8fL0k0	VCPKMT	0.674469051485681	-1.11	94.89	85.5	valosin containing protein lysine (K) methyltransferase
3KQEQd_HldUV1xe9LE	GPATCH8	0.674566824938082	1.12	87.32	98.21	G patch domain containing 8
NoYII8YdcmX3lVSFMk	DRAP1	0.674566824938082	-1.14	2545.6	2231.16	DR1-associated protein 1 (negative cofactor 2 alpha)
N8EYzSRPV_000K76dI	ARL5A	0.674566824938082	-1.12	281.81	252.74	ADP-ribosylation factor-like 5A
T65SV16l0_rNFzEgKU	FKBP11	0.67483326010854	1.12	868.1	973.07	FK506 binding protein 11, 19 kDa
36u7mon9en_DWwHQJI	NA	0.67498902027811	1.11	76.88	85.11	NA
6V1UodUc_Xe4_lSigA	LMF2	0.675139568364573	1.12	358.29	402.73	lipase maturation factor 2
iHxKl8O8.7VJQRXcrU	UST	0.675239255346242	1.12	80.16	89.4	uronyl-2-sulfotransferase
NOqruFANLqO6SgnklQ	METTL17	0.675239255346242	1.13	119.42	135.17	methyltransferase like 17
BinUhTrEgRQJYHRkdU	NIN	0.675239255346242	1.11	112.77	125.02	ninein (GSK3B interacting protein)
0vm6uk4vggpAp_wPxU	NR4A2	0.675718774713736	1.23	88.6	108.97	nuclear receptor subfamily 4, group A, member 2
lbOxLyH5KeSi5Xk_.0	AGGF1	0.675718774713736	-1.12	117.82	105.2	angiogenic factor with G patch and FHA domains 1
KYiXiWoXopFIr0oicQ	BAG6	0.67572155316699	-1.11	198.05	177.88	BCL2-associated athanogene 6
91f4XHpTfXRJXSM0Go	CYB5D2	0.67572155316699	1.12	216.61	242.19	cytochrome b5 domain containing 2
0FCogUoBoBIutPVSVo	DDIT3	0.67572155316699	1.19	195.78	233.34	DNA-damage-inducible transcript 3
ZtSQs2tJRgIYTzdeVI	NUP35	0.67572155316699	-1.14	175.58	154.57	nucleoporin 35kDa
fdfiAXJLpTIgsh6s6o	JAGN1	0.67573552952868	1.12	112.91	126.14	jagunal homolog 1
ZuJepXE6O623V60c04	NA	0.675756596116767	1.13	252.8	285.19	NA
653hNrk1mB2M9J6eo4	HSD17B6	0.675756596116767	-1.2	102.92	85.66	hydroxysteroid (17-beta) dehydrogenase 6
3pepuuigquegQwGkc0	ZNF787	0.675768380415095	-1.11	152.24	136.84	zinc finger protein 787
uZKKLO0JiV6UEl_XtA	ALDOA	0.675982753437354	-1.13	3840.79	3403.88	aldolase A, fructose-bisphosphate
9Vc7et37cQdJLaXseg	DYM	0.676004190806466	1.11	386.51	430.94	dymeclin
KTUEESqKQoSCItXy6E	PKD1L1	0.676166037902691	-1.11	77.29	69.44	polycystic kidney disease 1 like 1
fUQLhQgbiQlSkSWGWY	RPL36	0.676509638389633	-1.12	4089.01	3640.84	ribosomal protein L36
WfgETXCbeLnkjUuq1o	MYL6B	0.676509638389633	1.13	773.11	871.48	myosin, light chain 6B, alkali, smooth muscle and non-muscle
6UCpLqnpxrvp.heig8	MAPK7	0.67652730648718	-1.12	94.49	84.68	mitogen-activated protein kinase 7
rdV0IPCe73oI4AkldU	NA	0.6768039461482	-1.14	71.23	62.29	NA
fV51W4I02ISP_IKVNk	SLC39A3	0.6768039461482	-1.11	218.78	196.73	solute carrier family 39 (zinc transporter), member 3
WHjijSVOWruum5F7LU	HIATL2	0.676806927428254	1.12	756.5	844	hippocampus abundant transcript-like 2
BkmjR6E0CPT5HzgQoE	R3HDM1	0.67736518821295	1.11	114.97	127.37	R3H domain containing 1
xV5J7lqoCepD9XXWJU	NA	0.677466059521364	-1.1	81.83	74.23	NA
cnOmOrQoXrr.EiCFfo	NA	0.677466059521364	1.14	76.08	86.51	NA
QtewlVSqeOV1S3l5Xs	PIK3CD-AS1	0.677576086940619	-1.12	85.73	76.39	PIK3CD antisense RNA 1
oX1XeBdeQV4lNKENMU	GBA2	0.677576086940619	-1.12	88.6	79.04	glucosidase, beta (bile acid) 2
BaASFXn9g.E7047lfs	BEX1	0.677576086940619	1.35	428.67	577.12	brain expressed, X-linked 1
TSvkM4ofd7dd4JeoR4	EXD2	0.677576086940619	1.11	185.8	205.4	exonuclease 3'-5' domain containing 2
frR4.1RoXlJBYL.R1I	SPP1	0.677576086940619	1.15	118.23	135.38	secreted phosphoprotein 1
0_Jp3l3uupucJXu1Xw	NA	0.677637439893292	1.12	88.15	98.7	NA
9XicfvZfe5tFCw3r00	PHACTR4	0.677676792135698	-1.13	363.56	322.68	phosphatase and actin regulator 4
660wCgAN292N0iQt2o	CCNL1	0.677761300959753	-1.14	147.17	129.57	cyclin L1
xu6gGdefw9ViAad9eU	RAB11FIP3	0.677839411639183	-1.12	263.92	235.03	RAB11 family interacting protein 3 (class II)
xoxwnju.vvf.dXl1nU	LTBP1	0.677839411639183	1.1	82.23	90.19	latent transforming growth factor beta binding protein 1
Ert3p0XW3vTRfXVS78	N4BP1	0.677839411639183	-1.13	89.63	79.39	NEDD4 binding protein 1
rnXl3dUE79SQsjlXu4	ASXL1	0.677839411639183	1.11	198.9	221.47	additional sex combs like transcriptional regulator 1
Tl6K7grns1aA3N6Feg	FHOD1	0.677841677431573	1.15	159.84	184.59	formin homology 2 domain containing 1
itHp5txVk33nftU_uI	PMEL	0.677841677431573	-1.13	87.49	77.42	premelanosome protein
KLUr0Icl6kE6QhXtXM	DENR	0.677841677431573	1.14	123.72	140.43	density-regulated protein
NS5Id0eAnnP9Ndfuvk	GLCE	0.677963922694878	1.14	123.66	140.83	glucuronic acid epimerase
ZdV6tI6nu0S4vqjD_o	LOC100506368	0.678013083085498	1.14	79.06	90.51	uncharacterized LOC100506368
BqkguRLW3EVNdVLviA	NA	0.678035320752868	-1.12	81.16	72.57	NA
3J4UjVK71ImL30mh04	NDUFB2	0.678035320752868	1.11	2346.67	2616.02	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2, 8kDa
fVeClZNfzohBV.0bSc	TUBA3FP	0.678048108144316	-1.13	118.68	105.16	tubulin, alpha 3f, pseudogene
B.Rex1YnvVSnUhUfiI	NA	0.678171414315937	1.1	77.42	85.3	NA
WDtVo39jkLXopKiNHk	FOXL2	0.678176268565804	-1.15	159.3	139.12	forkhead box L2
KiG1QSdSdauSoCiARQ	NFATC2IP	0.678176268565804	-1.11	92.01	83.09	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein
06CvPSuaE8UG7kqObU	KATNA1	0.678217370395465	-1.13	271.33	240.68	katanin p60 (ATPase containing) subunit A 1
NDSIDcziioIEl9d6Ko	TRIM43	0.678217370395465	-1.15	86.89	75.52	tripartite motif containing 43
NiVCgMmq_SkhPieYhA	CABP7	0.678217370395465	1.13	79.22	89.84	calcium binding protein 7
3FdydU_nghHgslRV5I	DUSP23	0.678217370395465	1.13	329.85	372.13	dual specificity phosphatase 23
ERAvJ6t65d7r1J10so	L2HGDH	0.678217370395465	-1.13	113.44	100.46	L-2-hydroxyglutarate dehydrogenase
f.ipfdKBHhPlxxSISI	NA	0.678217370395465	-1.13	96.65	85.75	NA
oVel_Gc3VNF3nNSEoc	RUNX1T1	0.678217370395465	-1.1	87.64	79.34	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)
ijq1ulRHa07nSEGHjg	NDUFA8	0.678217370395465	-1.11	1181.74	1060.59	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 8, 19kDa
3Xvv55T6TgOlB7p7xI	TIPARP	0.678385759381085	1.17	678.82	792.34	TCDD-inducible poly(ADP-ribose) polymerase
xBKKFRg.iKkVKLt4nk	SEMA3A	0.678385759381085	1.12	92.9	103.94	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A
Z11Lpep5AueKaTwigs	NPPB	0.678385759381085	1.14	81.16	92.54	natriuretic peptide B
KVvUitSKaPSCAojUTg	NDUFA10	0.678385759381085	-1.13	231.27	204.65	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa
Ni0ikiBQQnrnln8nUg	ANAPC4	0.678385759381085	1.11	228.55	253.91	anaphase promoting complex subunit 4
NJKOOekjjsFejh_Nuk	NA	0.678705132249473	1.12	94.75	105.97	NA
HXu47V4pIIlqh46vSs	CNPPD1	0.678705132249473	-1.15	149.25	130.18	cyclin Pas1/PHO80 domain containing 1
KbKstCfUIeSETUDimc	RN7SK	0.678705132249473	1.16	91.89	106.33	RNA, 7SK small nuclear
B63gruauV3uXPSS9Xs	NA	0.678705132249473	1.11	6201.87	6876	NA
f7H6uyh3Lvfq7Pk6nk	ZFAND5	0.678705132249473	-1.11	850.25	768.19	zinc finger, AN1-type domain 5
c_pD56GeV6k_R_3a3g	MIR25	0.678705132249473	1.15	78.96	90.47	microRNA 25
EdHOKBCIHKonneulu4	ZNF330	0.678705132249473	-1.14	156.09	136.46	zinc finger protein 330
9SChK6KgmVSEKCekFI	PKIG	0.678705132249473	-1.14	94.96	83.56	protein kinase (cAMP-dependent, catalytic) inhibitor gamma
6RLqBdQoHBNyeqOKqg	NA	0.678705132249473	1.15	61.39	70.72	NA
W9JXQDE0iD0RqogFcw	ZNF658B	0.678705132249473	-1.13	80.97	71.91	zinc finger protein 658B, pseudogene
r4kuXft4qEzS4XYb5c	CYB5R3	0.678705132249473	-1.13	2996.63	2656.99	cytochrome b5 reductase 3
W.Pl_d5XdX1WvuoQiU	REEP4	0.678705132249473	-1.11	127.65	114.73	receptor accessory protein 4
H.jdJ1dfVSitOJJBCU	ENTHD2	0.678705132249473	-1.12	101.29	90.67	ENTH domain containing 2
oqYq9Kn3eiSM_0L06U	STAT3	0.678705132249473	-1.12	289.1	258.83	signal transducer and activator of transcription 3 (acute-phase response factor)
HueHpxsvakDXUAqAqI	MCL1	0.678705132249473	1.15	254.63	292.94	myeloid cell leukemia 1
fRiBOXdkCjdfTV3Ugg	RPS27	0.678705132249473	1.12	7394.09	8265.77	ribosomal protein S27
uJd6KifpXtBF_P4FS4	NA	0.678705132249473	1.13	86.15	97.09	NA
QvK6OBZNAh9SCUdS4U	C6orf141	0.678705132249473	1.14	101.59	115.96	chromosome 6 open reading frame 141
ZRflO1Ge_tAVd7Tl38	FAM53B	0.678799806257007	-1.15	130.54	113.87	family with sequence similarity 53, member B
BD6Qjs.8f1COW7uUIM	MBLAC2	0.678805849961821	-1.1	95.83	86.78	metallo-beta-lactamase domain containing 2
cISk4nFOJ6OJp_AOFU	NPRL2	0.678920224964274	-1.11	259.22	232.96	NPR2-like, GATOR1 complex subunit
3aeV6Xeu6CUICs_B80	PLCB4	0.679209012641471	-1.11	114.48	102.7	phospholipase C, beta 4
Ze.f5SuDv7pOZ57WZU	NA	0.679209012641471	1.12	83.43	93.25	NA
okYY4rhLRpXpQbQT6g	RPLP1	0.679209012641471	1.11	4116.06	4563.44	ribosomal protein, large, P1
rEl7o16pN6CpkRNJJc	UNC45A	0.679602898293203	-1.12	473.38	421.08	unc-45 myosin chaperone A
6lQj_uXkl37evih_qQ	ABCF1	0.679602898293203	-1.12	792.89	709.72	ATP-binding cassette, sub-family F (GCN20), member 1
iJVfHqoq1_Q9SYNopQ	TGFB1I1	0.679602898293203	-1.15	279.52	243.12	transforming growth factor beta 1 induced transcript 1
